#IID	SEX	uncorrected	lat	long	PC	Tvec_Lat	Tvec_Long
HGDP01167		7.0445851299283	6.92135860172349	-7.28537157491921	-0.454555546094299	-4.78709677419355	-2.51612903225806
HGDP01168		0.506855387264072	-3.39820132443507	-2.09514460175992	-4.2165455262192	-4.78709677419355	-2.51612903225806
HGDP01169		-0.829882445687298	-7.10382800184191	12.6345248335062	4.36694068280667	-4.78709677419355	-2.51612903225806
HGDP01171		33.2840421927221	31.1397121404945	-5.23500260264909	0.430722098105125	-1.78709677419355	-3.51612903225806
HGDP01172		21.5474211720546	0.236538891029297	-11.9701940450406	-5.00764890189487	-1.78709677419355	-3.51612903225806
HGDP01173		13.2554365606021	18.3655861347509	6.47925493211565	2.94840404539596	-1.78709677419355	-3.51612903225806
HGDP01174		59.5543309991762	54.0037427846951	2.5576763905909	6.85111358455164	-1.78709677419355	-3.51612903225806
HGDP01177		21.3995279441426	23.3951409632158	-4.74215958588431	2.50335041245919	-1.78709677419355	-3.51612903225806
HGDP01357		33.6141980966537	24.9098920061373	-7.21335024025603	1.59389498375842	-4.78709677419355	-13.5161290322581
HGDP01358		49.4441633958397	57.0706625133026	-9.5900038225788	1.55167851521285	-4.78709677419355	-13.5161290322581
HGDP01359		33.7595526110824	34.631324810672	1.24426894197923	1.58872711187135	-4.78709677419355	-13.5161290322581
HGDP01360		53.0705554102291	45.4052386715968	-8.54919131000635	-5.57395514280397	-4.78709677419355	-13.5161290322581
HGDP01361		49.0079580182802	45.3410364597044	-13.7963462505597	-4.32094788221659	-4.78709677419355	-13.5161290322581
HGDP01362		58.1013299449735	63.2193304469021	-5.07825708890193	0.939577085528229	-4.78709677419355	-13.5161290322581
HGDP01363		61.0163974330713	64.6318619819808	-2.84325186647437	1.46294715944502	-4.78709677419355	-13.5161290322581
HGDP01364		53.8723691939307	54.2714215378512	-13.5983383581538	-1.0204486361054	-4.78709677419355	-13.5161290322581
HGDP01365		32.2858831672641	29.2967670645179	1.26073002341578	0.628772257280671	-4.78709677419355	-13.5161290322581
HGDP01366		45.3146777006866	52.773013652262	-9.08492091307952	-4.37324675506524	-4.78709677419355	-13.5161290322581
HGDP01367		53.1464438920689	53.029822641045	-4.64040847624588	-1.30037132414233	-4.78709677419355	-13.5161290322581
HGDP01368		66.8429278860355	56.0077995749356	-2.72850852640402	-1.73506540189487	-4.78709677419355	-13.5161290322581
HGDP01369		42.8784727241777	36.1405404919616	-4.28754800857775	-2.37703190715803	-4.78709677419355	-13.5161290322581
HGDP01370		47.7160740587185	40.7947001252869	-5.20577917469223	-1.61583071058213	-4.78709677419355	-13.5161290322581
HGDP01372		52.1782604022035	48.2391324160942	-7.51996197914763	-0.859531750596177	-4.78709677419355	-13.5161290322581
HGDP01373		64.9575770762697	70.214688512739	-15.6048729743193	-4.04530876961833	-4.78709677419355	-13.5161290322581
HGDP01374		61.7482517780591	60.1376771844441	-3.60382796137209	-0.90936700607178	-4.78709677419355	-13.5161290322581
HGDP01375		72.3090051942759	61.8459340069756	-9.44176118760974	0.336254044734734	-4.78709677419355	-13.5161290322581
HGDP01376		45.7303667729215	44.2869556390056	0.440377097293583	2.02125234717038	-4.78709677419355	-13.5161290322581
HGDP01377		68.1766241126278	73.5013847590984	-1.30082121255857	-0.18072478371306	-4.78709677419355	-13.5161290322581
HGDP01378		53.8970170579445	57.8873251237866	-5.15481276283803	2.08960333012609	-4.78709677419355	-13.5161290322581
HGDP01379		41.2496198404609	27.4553473721834	2.57083092777922	2.35412536904138	-4.78709677419355	-13.5161290322581
HGDP01380		65.2693016084253	66.0215040701134	-6.5650036413224	-0.114173958478086	-4.78709677419355	-13.5161290322581
HGDP01382		-87.56090252035	-82.7782116931062	5.15213085151916	2.37449587810207	-3.78709677419355	25.4838709677419
HGDP01383		-92.5574888294687	-95.6182119380986	9.4890949943003	3.93203981350037	-3.78709677419355	25.4838709677419
HGDP01384		-239.704774628514	-230.344263348196	-2.08200248227123	-0.973042474965114	-3.78709677419355	25.4838709677419
HGDP01385		-142.64137924076	-120.23772830975	21.7028826073682	5.76479891268826	-3.78709677419355	25.4838709677419
HGDP01386		-131.490334505942	-125.762801578942	-4.09631836206889	1.15514549354422	-3.78709677419355	25.4838709677419
